jmeno/kraj;1;2;3;4;5;6;7;8;9;10;11;12;13;14;;SUMA
ABDELALI;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;2
ABDELASLAM;0;0;0;0;0;1;;1
ABDELATIF;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;2
ABDELAZIZ;0;0;1;1;0;0;0;1;0;1;1;0;0;3;;8
ABDELAZIZ ISMAIL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELBASET;0;1;;1
ABDELDJABAR;0;1;;1
ABDELFATTAH;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELGADIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELGAWAD EB;0;1;;1
ABDELGHANI;0;2;0;0;0;0;0;0;0;0;0;0;0;4;;6
ABDELHADI;0;0;0;0;0;2;;2
ABDELHAFID;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELHAFIDH BEN ALI;0;0;0;0;0;0;0;0;1;;1
ABDELHAFIZ MOHAMED;0;1;;1
ABDELHAK;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELHAKIM;0;0;0;0;0;0;0;0;0;0;1;0;0;2;;3
ABDELHAKIM SAAD G;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELHAMID;0;1;0;0;0;0;0;0;0;1;1;0;0;2;;5
ABDELHAMID AHMED;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELILAH;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELJALIL;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;3
ABDELJELIL;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELKADER;0;0;1;0;0;0;0;1;0;0;3;0;0;5;;10
ABDELKAMEL;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELKARIM;0;1;0;0;0;0;0;0;0;1;0;0;0;1;;3
ABDELKBIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELKRIM;0;1;0;0;0;0;1;0;0;2;0;0;0;1;;5
ABDELLAH;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;3
ABDELLATIF;0;1;0;0;0;1;0;0;0;3;0;0;0;2;;7
ABDELMADJID;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELMAJEED OKBA;0;0;0;0;0;1;;1
ABDELMAJID;0;0;0;1;1;;2
ABDELMALEK;0;0;0;0;0;0;0;0;0;1;;1
ABDELMOUMEN;0;1;;1
ABDELNOUR;0;0;0;0;0;0;0;0;0;1;;1
ABDELOUAHAB;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;2
ABDELOUAHEB BEN AMEUR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELOVAHAB;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELQADER AHMADA A.;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELRAHMAN;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;2
ABDELREHEEM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELRHANI;0;0;0;0;0;0;0;0;0;1;;1
ABDELRZAG AHMED ALI;0;1;;1
ABDELSATAR;0;1;;1
ABDELWAHAB;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELWAHID;0;0;0;0;0;0;0;0;0;0;1;;1
ABDELWALID;0;0;0;0;0;0;0;0;0;1;;1
ABDENACER;0;1;;1
ABDENNACEUR BEN AMARA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDENNOUR;0;0;0;0;0;1;;1
ABDENOUR;0;0;0;0;0;0;0;0;0;2;1;0;0;1;;4
ABDERAHMANE;0;0;0;0;1;;1
ABDEREZAG;0;0;0;0;0;0;0;0;0;0;1;;1
ABDEREZAK;0;1;;1
ABDERRACHID;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDERRAHIM;0;0;1;0;0;0;0;0;0;0;1;;2
ABDERRAHMAN;0;1;;1
ABDERRAHMANE;0;0;0;0;0;1;0;0;0;1;0;0;0;4;;6
ABDERRAOUF;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDERRAZAK;0;0;0;0;0;0;0;0;0;1;0;0;0;4;;5
ABDERRAZZAK;0;0;0;0;0;0;0;1;;1
ABDERREZAK;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDESLAM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDESSALEM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDESSAMAD;0;0;0;1;0;0;1;;2
ABDESSAMED;0;0;0;0;0;0;0;0;0;1;;1
ABDESSATAR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDESSATAR BEN HÉDI;0;0;0;0;0;0;0;0;0;1;;1
ABDESSATTAR;0;1;;1
ABDESSLAM;0;0;0;0;0;0;0;0;0;0;1;;1
ABDI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDI AHMED;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDI BAYU;0;0;0;0;0;0;0;1;;1
ABDI HASSAN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDIAS;0;0;0;0;0;0;0;0;0;1;;1
ABDIGANI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDIHAKIN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDILVEHAP;0;1;;1
ABDIMUROD;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDIN;0;1;;1
ABDINAZAR;0;0;0;0;0;0;0;0;1;;1
ABDIRAMONHUJA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDIRIZAK;0;1;;1
ABDO;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;3
ABDO ALI KASSIM;0;0;0;0;0;0;0;0;0;0;1;;1
ABDO SALEH;0;0;0;0;1;;1
ABDOLBASET ABD ALI;0;1;;1
ABDOLLAH;0;0;0;0;0;0;0;0;1;;1
ABDOLMOHSEN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOLREZA;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;2
ABDON;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOU;0;0;0;0;0;0;0;0;0;2;0;0;0;1;;3
ABDOU MADJIB;0;0;0;0;0;0;0;0;0;1;;1
ABDOU RAHMAN;0;1;;1
ABDOU SAMIR MOHAMED;0;1;;1
ABDOUL;0;0;0;0;0;0;0;0;0;1;;1
ABDOUL AZIZ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOUL DANIEL;0;0;0;0;0;0;1;;1
ABDOUL GADIRI;0;0;0;0;0;0;0;0;1;;1
ABDOUL NASSER;0;0;0;0;0;0;0;0;0;1;;1
ABDOUL WAHAB;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOULAYE;0;0;0;1;0;0;0;0;0;1;0;0;0;7;;9
ABDOULAYE YERO;0;0;0;0;0;0;0;0;1;;1
ABDOULLAH;0;0;0;0;0;0;0;0;1;;1
ABDOULMOIEN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOURAHAMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDOURAWWF;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDRACHMAN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDU KEDIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUALIM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUGANY;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUHAKIM;0;0;0;0;0;0;0;0;0;1;0;0;0;2;;3
ABDUHALIL;0;0;0;0;0;0;0;0;1;;1
ABDUJABBOR;0;0;0;0;0;0;0;0;0;1;;1
ABDUJALIL;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;2
ABDUKHALIL;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUKHALIM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUKHAMID;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUKHAMIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUKODIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL;1;5;0;1;0;0;0;0;0;0;0;0;0;7;;14
ABDUL AGA;0;0;1;;1
ABDUL AMIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL AZIZ;0;0;0;0;0;1;0;0;0;1;0;0;0;1;;3
ABDUL AZIZ BIN MOHAMMED;0;0;0;0;0;1;;1
ABDUL GHAFOOR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL GHANI;0;1;0;0;0;0;0;0;0;0;0;0;0;1;;2
ABDUL HADI;0;1;0;0;0;0;0;0;0;0;1;;2
ABDUL HAMID;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL HAQ;1;;1
ABDUL JABAR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL KADER;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL KADIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL KARIM;1;0;0;0;1;;2
ABDUL KHALEG;0;1;;1
ABDUL KHALIG;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL KHALIQUE;0;1;;1
ABDUL LATIF;0;1;;1
ABDUL MAJED;0;0;0;0;0;0;1;;1
ABDUL MAJID;0;0;0;0;0;0;0;0;0;1;;1
ABDUL MUBIN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL MUNAAM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL NABI;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL QADIR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL QAREEB;0;0;0;1;;1
ABDUL QODOS;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL QUDUS;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL RAHMAN;0;0;0;0;0;2;2;0;0;0;1;1;;6
ABDUL RASHEED GULAM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL RAZAK;0;1;;1
ABDUL RAZAK ABDUL RAHMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL RAZZAK;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL RAZZÁK;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL SADA;0;1;;1
ABDUL SAFIK;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL SAHIB;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL SHAFI;0;1;;1
ABDUL SIRSHAR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL VAHAP;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUL WASI;0;1;;1
ABDULA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;3
ABDULADIM ALI A;0;0;0;0;0;1;;1
ABDULAH;0;1;0;0;0;0;0;0;0;0;0;0;0;2;;3
ABDULAHAD;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULALI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULALIM;0;0;1;;1
ABDULALIM JUSUPOVIÈ;0;0;1;;1
ABDULAMIN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULANASIR;0;1;;1
ABDULATIF;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;2
ABDULAZEAM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULAZIZ;0;1;0;1;0;0;0;0;0;1;0;0;0;3;;6
ABDULAZIZ AHMED A;0;0;0;0;0;1;;1
ABDULAZIZ ALI A;0;0;0;0;0;1;;1
ABDULAZIZ GHOVMAID F;0;0;0;0;0;1;;1
ABDULAZIZ JAAD;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULAZIZ YAHYA A.;0;0;0;0;0;0;0;0;1;;1
ABDULBARI;0;0;1;0;0;0;0;0;0;2;;3
ABDULBASET;0;0;0;0;0;0;0;1;;1
ABDULBASET AHMAD M;0;1;;1
ABDULBASIT AMIN;0;1;;1
ABDULBASSET;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULEZEL;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULFATAH A;0;0;0;0;0;0;0;1;;1
ABDULHADI;0;1;;1
ABDULHAFED S. ABD.;0;1;;1
ABDULHAKIM;0;0;0;0;0;1;;1
ABDULHALIM;0;0;0;0;0;0;1;0;0;1;;2
ABDULHAMID;0;0;0;0;0;0;0;0;1;;1
ABDULILAH;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULJALIL MUNIRU;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULJALIL OMAR;0;1;;1
ABDULKADER;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULKADER ABDULFATTAH;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULKADER MOHAMMED;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULKADIR;0;1;0;0;0;0;0;0;0;0;0;0;0;3;;4
ABDULKAREEM;0;0;0;0;2;;2
ABDULKAREEM ABDULLAH O;0;0;0;0;0;1;;1
ABDULKARIM;0;1;0;0;0;0;1;;2
ABDULKARIM ABDULLAH;0;0;0;0;0;1;;1
ABDULKARÍM;0;0;0;0;0;0;0;0;0;1;;1
ABDULKÁDIR NIZAR;0;0;0;1;;1
ABDULL-KADER;0;0;0;0;0;0;1;;1
ABDULLA;1;0;1;0;1;0;2;1;0;3;1;0;0;6;;16
ABDULLA ABDURACHMANOVIÈ;0;0;1;;1
ABDULLA HASSAN A;0;1;;1
ABDULLA ISMAEEL SALMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULLAH;2;3;0;3;0;2;1;1;3;3;5;0;0;6;;29
ABDULLAH ALI ABDULLAH;0;0;0;0;0;0;1;;1
ABDULLAH ALI M;0;0;0;0;0;1;;1
ABDULLAH FORAT FAKHRI;0;1;;1
ABDULLAH HAMOOD S;0;0;0;0;0;1;;1
ABDULLAH M M O;0;1;;1
ABDULLAH MOHAMMED A;0;0;0;0;0;1;;1
ABDULLAH OMRAN O;0;0;0;0;0;1;;1
ABDULLAH OUDA ALI;0;0;0;0;0;1;;1
ABDULLAH RASHEED;0;0;0;0;0;0;0;1;;1
ABDULLAHI NOOR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULLAHI SULEBAN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULLAHJAN;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULLAKH;0;0;0;0;0;0;0;0;0;1;;1
ABDULLAKHODJA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULLOJON;0;0;0;0;0;0;0;0;0;1;;1
ABDULMAKHMAT;0;0;0;0;0;0;0;0;0;1;;1
ABDULMALIK;0;1;;1
ABDULMEDZHID;0;0;2;0;0;0;0;0;0;0;0;0;0;1;;3
ABDULMENEM ABDALLA;0;0;0;1;;1
ABDULMUTALIM;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULNABI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULNASER;0;1;;1
ABDULRAHIM;0;1;;1
ABDULRAHMAN;0;2;0;0;0;0;0;0;0;0;0;0;0;1;;3
ABDULRAHMAN ADEL MOHAMED;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULRAHMAN ALI MOHAMMED;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULRAZIK;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULRHMAN ALI;0;1;;1
ABDULSALAM;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;2
ABDULSALAM MOHAMED;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULSALAM YAHYA YAHYA;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULSATTAR;0;0;1;;1
ABDULSELAM;0;1;;1
ABDULVAKHAB;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULVOKHIDKHON;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULWAHAB;0;0;0;0;0;1;0;0;1;;2
ABDULWAHAB MAHMOUD;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULWASYA;0;0;0;0;0;0;0;0;0;0;1;;1
ABDULÁH ADAM;0;0;0;0;1;;1
ABDUMADJIT;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUMALIK;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;2
ABDUMANNOB;0;0;0;0;0;0;0;0;0;1;;1
ABDUMANNON;0;0;0;0;0;0;0;0;0;1;;1
ABDUMANNOV;0;0;0;0;0;0;0;0;0;1;;1
ABDUMANON;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUMAZHIT;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUMUHTOR;0;0;0;0;1;;1
ABDUNABI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUNASER KHALEL MOFTAH;0;1;;1
ABDUNAZAR;0;0;0;0;0;0;0;1;;1
ABDUNNASER ASHUR;0;1;;1
ABDUNNASIR;0;0;0;0;0;0;0;0;0;1;;1
ABDUNOSIR;0;0;0;0;1;;1
ABDUQAKHKHOR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUQODIR;0;0;0;0;0;0;0;0;0;1;;1
ABDURAHIM ABDUMAJIT;0;0;0;0;0;0;0;0;0;0;1;;1
ABDURAHIM MUNTASER;0;0;0;0;0;1;;1
ABDURAHIMHON;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDURAHMAN;0;1;;1
ABDURAHMAN SURUR;0;1;;1
ABDURAHMON;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDURAIM;0;0;0;0;0;0;1;0;0;0;1;;2
ABDURAKHIM;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;2
ABDURAKHMAN;0;0;0;0;0;1;0;0;0;0;0;0;0;1;;2
ABDURAKHMON;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;2
ABDURAMAN;0;0;0;0;0;0;1;;1
ABDURASHID;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;2
ABDURASUL;0;0;0;0;0;0;0;0;0;1;0;0;0;3;;4
ABDURAUF;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDURAZZOQ;0;0;0;0;0;0;0;0;0;1;;1
ABDURA©ID;0;0;0;0;0;1;;1
ABDUREZEL;0;0;0;0;0;1;;1
ABDURRACHMAN;0;1;;1
ABDURRAHMAN;0;0;0;0;0;1;0;0;0;1;0;0;0;1;;3
ABDURRASOUL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDURRAZAG;0;1;;1
ABDURRZZAG GIUMA A.;0;1;;1
ABDUSALAM;0;0;0;0;1;;1
ABDUSALAM F;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSALOM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSAMAD;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;2
ABDUSAMAT;0;0;0;0;0;0;0;0;0;0;0;0;0;4;;4
ABDUSAMI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSATTOR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSATTORHUJA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSHUKUR;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUSSALAM;0;0;0;0;0;0;0;0;0;1;;1
ABDUSSALAM ALI;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDUVALI;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;2
ABDUZHALIL;0;0;0;0;0;0;0;0;0;1;;1
ABDYL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABDÚ;0;1;;1
ABE;1;;1
ABEBA;0;0;0;0;1;;1
ABED;0;0;0;0;0;0;0;0;0;0;1;;1
ABED AL SALAM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1
ABED ALHAMID ALI ALMBROK;0;1;;1
